"","slope","pval","x","y","moran_i","moran_p"
"1",-0.00621688021491434,0,-10887507.0672,3293670.66695,0.999000999000999,-0.00621688021491434
"2",0.0199620152070888,0,2812492.9328,4812972.43305,0.999000999000999,0.0199620152070888
"3",0.0175624312558454,0,7312492.9328,5936225.8247,0.999000999000999,0.0175624312558454
"4",0.00946394011413198,0,10812492.9328,4127085.45205,0.999000999000999,0.00946394011413198
"5",0.0204065198716601,0,3512492.9328,6546755.62765,0.999000999000999,0.0204065198716601
"6",0.0153097134317195,0,812704.373113725,5875960.82701354,0.999000999000999,0.0153097134317195
"7",0.0245673106951854,0,3212492.9328,-148167.1687,0.999000999000999,0.0245673106951854
"8",0.0144556464272118,0,612492.932799999,5027567.5638,0.999000999000999,0.0144556464272118
"9",0.00879665409260355,0,10812492.9328,3380210.4404,0.999000999000999,0.00879665409260355
"10",-0.00603320692856146,0,-11287507.0672,5166706.0601,0.999000999000999,-0.00603320692856146
"11",0.00713203611382335,0,13912492.9328,5565354.77945,0.999000999000999,0.00713203611382335
"12",0.0157975639683222,0,1012492.9328,5815647.437,0.999000999000999,0.0157975639683222
"13",0.0127952869033837,0,10212492.9328,6280089.1027,0.999000999000999,0.0127952869033837
"14",0.0093916198980814,0,10512492.9328,3380210.4404,0.999000999000999,0.0093916198980814
"15",0.0221412647803429,0,2412492.9328,-845653.71505,0.999000999000999,0.0221412647803429
"16",0.0201916000203656,0,4212492.9328,5754221.76605,0.999000999000999,0.0201916000203656
"17",-0.00519473186677439,0,-7387684.93771024,5369658.96931812,0.999000999000999,-0.00519473186677439
"18",0.0229345234622061,0,4212492.9328,-1141958.0189,0.999000999000999,0.0229345234622061
"19",0.00810376589332283,0,-987507.067200001,750045.268,0.999000999000999,0.00810376589332283
"20",0.00680802340209089,0,13212492.9328,4739871.9205,0.999000999000999,0.00680802340209089
"21",0.0194743501420648,0,2412492.9328,4665988.6803,0.999000999000999,0.0194743501420648
"22",-0.00581111364257953,0,-6787507.0672,551106.13765,0.999000999000999,-0.00581111364257953
"23",0.0148069060306233,0,712492.932799999,5565354.77945,0.999000999000999,0.0148069060306233
"24",-0.00600443673209504,0,-11087507.0672,5369537.7302,0.999000999000999,-0.00600443673209504
"25",0.00818511526726741,0,10912492.9328,2206089.5994,0.999000999000999,0.00818511526726741
"26",-0.00677186652625051,0,-6887507.0672,-2296477.34305,0.999000999000999,-0.00677186652625051
"27",-0.00610960668013165,0,-6287507.0672,-1043435.6926,0.999000999000999,-0.00610960668013165
"28",-0.00621688021491434,0,-10887507.0672,3293670.66695,0.999000999000999,-0.00621688021491434
"29",0.00597547221006818,0,13212492.9328,3551219.92105,0.999000999000999,0.00597547221006818
"30",-0.00625686951798152,0,-9087507.0672,3719405.35625,0.999000999000999,-0.00625686951798152
"31",0.00546620170197596,0,16712492.9328,-2937617.42485,0.999000999000999,0.00546620170197596
"32",0.017567119153998,0,7312492.9328,6053801.1307,0.999000999000999,0.017567119153998
"33",-0.00682760351726863,0,-7187507.0672,-2574695.0043,0.999000999000999,-0.00682760351726863
"34",0.0203187111649434,0,5212492.9328,-2202676.04035,0.999000999000999,0.0203187111649434
"35",0.00699603157186804,0,11712492.9328,1536582.67235,0.999000999000999,0.00699603157186804
"36",0.0201658158921993,0,3512492.9328,6053801.1307,0.999000999000999,0.0201658158921993
"37",0.0165202280839591,0,7812492.9328,4665988.6803,0.999000999000999,0.0165202280839591
"38",-0.00617724255660104,0,-10887507.0672,4885289.0052,0.999000999000999,-0.00617724255660104
"39",0.00834642355033387,0,12612492.9328,5500858.3404,0.999000999000999,0.00834642355033387
"40",0.0224711566232589,0,4412492.9328,3966240.724,0.999000999000999,0.0224711566232589
"41",0.0182810976920289,0,1794337.08173915,4578534.97934588,0.999000999000999,0.0182810976920289
"42",0.00649721088414834,0,14612492.9328,5166706.0601,0.999000999000999,0.00649721088414834
"43",-0.00626827688769439,0,-10087507.0672,1633486.61125,0.999000999000999,-0.00626827688769439
"44",0.0249276358853485,0,3212492.9328,51812.6536499998,0.999000999000999,0.0249276358853485
"45",0.02117937955,0,6012492.9328,3293670.66695,0.999000999000999,0.02117937955
"46",0.00675117431347152,0,13112492.9328,4591324.3577,0.999000999000999,0.00675117431347152
"47",0.0205126062529303,0,4112492.9328,6698389.3221,0.999000999000999,0.0205126062529303
"48",-0.00520082420324385,0,-4887507.0672,-1043435.6926,0.999000999000999,-0.00520082420324385
"49",0.0138885333412584,0,8512492.9328,2669631.8229,0.999000999000999,0.0138885333412584
"50",0.0114176617753797,0,11112492.9328,6280089.1027,0.999000999000999,0.0114176617753797
"51",0.0197118146190533,0,5812492.9328,5754221.76605,0.999000999000999,0.0197118146190533
"52",0.0187130206970319,0,6712492.9328,5629078.8036,0.999000999000999,0.0187130206970319
"53",0.00966272282898397,0,10412492.9328,3466063.5354,0.999000999000999,0.00966272282898397
"54",0.00627994267468692,0,12712492.9328,3466063.5354,0.999000999000999,0.00627994267468692
"55",-0.00581031921006997,0,-8187507.0672,4812972.43305,0.999000999000999,-0.00581031921006997
"56",-0.00646840296457017,0,-5287795.30422474,-2666052.05873254,0.999000999000999,-0.00646840296457017
"57",0.0216697711534804,0,5312492.9328,4047038.53495,0.999000999000999,0.0216697711534804
"58",0.0216765738707703,0,5612492.9328,3635670.1505,0.999000999000999,0.0216765738707703
"59",0.0192956612497131,0,2213959.20778468,4515725.87248071,0.999000999000999,0.0192956612497131
"60",0.0195996188063726,0,6212492.9328,5435586.79185,0.999000999000999,0.0195996188063726
"61",-0.00645544242885105,0,-8187507.0672,-1435776.1316,0.999000999000999,-0.00645544242885105
"62",0.00651840934473953,0,13412492.9328,4591324.3577,0.999000999000999,0.00651840934473953
"63",0.00539737064421468,0,14072901.1330248,789471.203904356,0.999000999000999,0.00539737064421468
